충전소,충전기ID,충전기타입,주소,이용가능시간
전남목포 초원샤르망아파트 1,2,AC완속,"전라남도 목포시 옥암로96번길 15 (옥암동, 초원샤르망아파트) 101동 1~2라인 지상주차장",24시간 이용가능
전남목포 초원샤르망아파트 2,1,AC완속,"전라남도 목포시 옥암로96번길 15 (옥암동, 초원샤르망아파트) 102동 3~5라인 지상주차장",24시간 이용가능
전남목포 초원샤르망아파트 2,2,AC완속,"전라남도 목포시 옥암로96번길 15 (옥암동, 초원샤르망아파트) 102동 3~5라인 지상주차장",24시간 이용가능
전남목포 코아루천년가아파트,1,AC완속,전라남도 목포시 남악1로16번길 43-14 ,24시간 이용가능
전남목포 코아루천년가아파트,2,AC완속,전라남도 목포시 남악1로16번길 43-14 ,24시간 이용가능
전남목포 코아루천년가아파트,3,AC완속,전라남도 목포시 남악1로16번길 43-14 ,24시간 이용가능
전남목포 코아루천년가아파트,4,AC완속,전라남도 목포시 남악1로16번길 43-14 ,24시간 이용가능
전남목포 코아루천년가아파트,5,AC완속,전라남도 목포시 남악1로16번길 43-14 ,24시간 이용가능
전남목포 하당5차우미파크빌,1,AC완속,전라남도 목포시 평화로20번길 11 503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당5차우미파크빌,2,AC완속,전라남도 목포시 평화로20번길 11 503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당5차우미파크빌,3,AC완속,전라남도 목포시 평화로20번길 11 503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 101동,1,AC완속,전라남도 목포시 신흥로45번길 13 101동 2호앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 101동,2,AC완속,전라남도 목포시 신흥로45번길 13 101동 2호앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 101동,3,AC완속,전라남도 목포시 신흥로45번길 13 101동 2호앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 108동,1,AC완속,전라남도 목포시 신흥로45번길 13 108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 108동,2,AC완속,전라남도 목포시 신흥로45번길 13 108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 하당동아아파트 108동,3,AC완속,전라남도 목포시 신흥로45번길 13 108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디,1,AC완속,전라남도 목포시 남악2로22번길 10 옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디,2,AC완속,전라남도 목포시 남악2로22번길 10 옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디,3,AC완속,전라남도 목포시 남악2로22번길 10 옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디,4,AC완속,전라남도 목포시 남악2로22번길 10 옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디,5,AC완속,전라남도 목포시 남악2로22번길 10 옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한"
전남목포 한라비발디2,1,AC완속,전라남도 목포시 남악2로22번길 10 108동 옆 옥외 주차장,24시간 이용가능
전남목포 한라비발디2,2,AC완속,전라남도 목포시 남악2로22번길 10 108동 옆 옥외 주차장,24시간 이용가능
전남목포 한라비발디2,3,AC완속,전라남도 목포시 남악2로22번길 10 108동 옆 옥외 주차장,24시간 이용가능
전남목포 한라비발디2,4,AC완속,전라남도 목포시 남악2로22번길 10 108동 옆 옥외 주차장,24시간 이용가능
전남목포 한라비발디2,5,AC완속,전라남도 목포시 남악2로22번길 10 108동 옆 옥외 주차장,24시간 이용가능
전남목포 한라비발디3,1,AC완속,전라남도 목포시 남악2로22번길 10 109동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디3,2,AC완속,전라남도 목포시 남악2로22번길 10 109동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디3,3,AC완속,전라남도 목포시 남악2로22번길 10 109동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디3,4,AC완속,전라남도 목포시 남악2로22번길 10 109동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디3,5,AC완속,전라남도 목포시 남악2로22번길 10 109동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디4,1,AC완속,전라남도 목포시 남악2로22번길 10 103동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디4,2,AC완속,전라남도 목포시 남악2로22번길 10 103동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디4,3,AC완속,전라남도 목포시 남악2로22번길 10 103동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디4,4,AC완속,전라남도 목포시 남악2로22번길 10 103동뒤 지상주차장,24시간 이용가능
전남목포 한라비발디4,5,AC완속,전라남도 목포시 남악2로22번길 10 103동뒤 지상주차장,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,1,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,2,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,3,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,4,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,5,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,6,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,7,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,8,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,9,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,10,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,11,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,12,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,13,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,14,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,15,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,16,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,17,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,18,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 고하도 승강장 주차장,19,AC완속,전라남도 목포시 고하도안길 168 (달동) 주차장 입구 우측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,1,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,2,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,3,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,4,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,5,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,6,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,7,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,8,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,9,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,10,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,11,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,12,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,13,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,14,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,15,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,16,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,17,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,18,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,19,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,20,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,21,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 해상케이블카 북항 승강장 주차장,22,AC완속,전라남도 목포시 해양대학로 218 (죽교동) 주차장 입구 좌측,24시간 이용가능
전남목포 현대청호아파트,1,AC완속,전라남도 목포시 산정로203번길 29 지상1층주차장,24시간 이용가능
목포역 앞,1,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
목포역 앞,2,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
목포역 앞,3,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
목포역 앞,4,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
목포역 앞,5,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
목포역 앞,6,AC완속,전라남도 목포시 영산로110번길 22 목포역 앞,24시간 이용가능
